Date,Open,High,Low,Close,Volume
1/2/2025 13:55,96442.44,96480.7,96436,96458.17,35.82548
1/2/2025 14:00,96458.17,96458.83,95924.6,96000,294.50758
1/2/2025 14:05,95999.99,96444.32,95998.21,96425.51,167.76108
1/2/2025 14:10,96425.52,96452,96240.76,96368.06,92.78456
1/2/2025 14:15,96368.06,96452,96144.01,96199.98,70.53889
1/2/2025 14:20,96199.98,96359.98,96158.22,96353.63,54.00556
1/2/2025 14:25,96353.63,96491.15,96353.28,96474.83,75.94856
1/2/2025 14:30,96474.83,97440.91,96361.44,96668,717.63763
1/2/2025 14:35,96667.99,96729.56,96267.45,96306.18,342.01501
1/2/2025 14:40,96306.17,96919.1,96274.53,96812.44,225.14173
1/2/2025 14:45,96812.99,97237.85,96809.97,97131,374.48877
1/2/2025 14:50,97140,97360.88,96880.01,97340,298.01528
1/2/2025 14:55,97339.99,97340,97067.3,97256.49,294.25991
1/2/2025 15:00,97256.48,97323.16,96960,97136.94,234.04008
1/2/2025 15:05,97136.94,97286.58,97017.25,97140.48,157.14173
1/2/2025 15:10,97140.47,97246.48,97007.05,97034.78,153.26155
1/2/2025 15:15,97034.07,97104,96678.7,96690.81,167.8958
1/2/2025 15:20,96690.82,96725.51,96313,96424.83,236.23348
1/2/2025 15:25,96424.7,96678.27,96400,96666.85,112.63398
1/2/2025 15:30,96666.85,96744.82,96351.52,96362.4,225.89896
1/2/2025 15:35,96362.4,96480,96164.78,96429.15,230.55006
1/2/2025 15:40,96429.15,96533.07,96201.92,96346.24,117.03714
1/2/2025 15:45,96346.23,96639.66,96207.07,96587.3,116.55333
1/2/2025 15:50,96587.3,96587.3,96288,96528.82,134.47736
1/2/2025 15:55,96528.81,96539.99,96419.74,96455.01,121.32353
1/2/2025 16:00,96455.01,96524.68,96040.04,96130.75,174.2442
1/2/2025 16:05,96130.75,96393.94,96096.98,96376.75,115.90686
1/2/2025 16:10,96376.75,96721.23,96252.35,96652.57,121.6222
1/2/2025 16:15,96652.56,97015.38,96652.56,96971.29,167.69826
1/2/2025 16:20,96971.3,97218.93,96925.6,97218.92,183.39056
1/2/2025 16:25,97218.92,97387.15,97170.08,97387.15,155.17236
1/2/2025 16:30,97387.14,97550,97246.88,97533.54,173.02411
1/2/2025 16:35,97533.54,97600,97475.8,97563.44,122.9229
1/2/2025 16:40,97563.44,97600,97295.11,97438.33,179.45534
1/2/2025 16:45,97438.34,97650,97342,97614.93,116.13046
1/2/2025 16:50,97614.93,97619.42,97152.89,97220,147.26258
1/2/2025 16:55,97220,97299.34,97181.94,97229.74,68.20007
1/2/2025 17:00,97229.75,97320.64,97101.19,97320.64,56.69878
1/2/2025 17:05,97321.5,97333.34,97150.3,97218.37,41.16661
1/2/2025 17:10,97218.38,97591.84,97218.37,97546.33,99.00612
1/2/2025 17:15,97546.33,97554.34,97426,97518.29,62.31443
1/2/2025 17:20,97518.29,97518.29,97266,97297.95,77.25915
1/2/2025 17:25,97297.95,97338.2,97033.95,97084.41,148.03278
1/2/2025 17:30,97084.41,97099.46,96761.59,96806.44,154.08611
1/2/2025 17:35,96806.43,96814.9,96350.67,96366.44,159.88421
1/2/2025 17:40,96366.44,96731.42,96333.95,96660,206.06294
1/2/2025 17:45,96659.51,96659.51,96325.44,96364.25,93.14453
1/2/2025 17:50,96364.25,96655.99,96330.18,96619.13,106.66774
1/2/2025 17:55,96619.12,96757.58,96555.9,96757.57,68.43435
1/2/2025 18:00,96757.57,96834.47,96400,96466.97,97.84348
1/2/2025 18:05,96466.98,97049.69,96441.47,96966.01,83.15056
1/2/2025 18:10,96966.01,97030.28,96775.55,96848.49,98.73446
1/2/2025 18:15,96848.49,96897.2,96740,96859.77,83.23684
1/2/2025 18:20,96858,97113.44,96858,96859.99,80.72441
1/2/2025 18:25,96859.99,96903,96761.13,96903,35.46043
