Date,Open,High,Low,Close,Volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
3/28/2020,6359.11,6360,6024,6236.65,93159.69343,1.59E+12,577986706.1,725588,44960.52344,279053353.6,0
3/29/2020,6236.65,6266,5866.56,5881.42,63311.62771,1.59E+12,383707122.5,496709,29080.96792,176336037.9,0
3/30/2020,5880.5,6599,5857.76,6394.38,118889.55,1.59E+12,747569726.5,784034,58863.31298,370039956,0
3/31/2020,6394.45,6523.23,6321.4,6410.44,72337.59526,1.59E+12,465780496.6,538231,34730.90233,223650665.2,0
4/1/2020,6412.14,6679.94,6150.11,6642.92,97500.7524,1.59E+12,618527468.8,758061,49161.3702,312180123,0
4/2/2020,6643.36,7198,6551,6794.09,149299.9069,1.59E+12,1014494762,1101043,74722.16375,508095826,0
4/3/2020,6793.86,7048,6602.1,6734.1,104080.2769,1.59E+12,710254017.1,840456,51077.93867,348762338.7,0
4/4/2020,6732.97,6990.41,6650.01,6856.99,72990.86114,1.59E+12,495076283.5,659051,36419.05668,247173793.3,0
4/5/2020,6857.41,6895.54,6677.52,6772.78,49685.35698,1.59E+12,337062083,506433,23875.57831,162008820.4,0
4/6/2020,6772.78,7355.14,6765,7329.9,118052.0008,1.59E+12,837357664.7,956586,59322.20887,420706756.2,0
4/7/2020,7329.9,7459.69,7077,7197.32,103585.1689,1.59E+12,757201786.7,924436,48811.26779,357008427.7,0
4/8/2020,7197.32,7420,7150,7361.28,76059.14584,1.59E+12,555122600.3,750516,39000.55257,284685809.8,0
4/9/2020,7360.26,7371.92,7108.08,7283.54,61094.87242,1.59E+12,444741085.9,686207,28801.89285,209718590.1,0
4/10/2020,7283.54,7295.75,6739.98,6858.92,104674.6234,1.59E+12,727281590.8,949050,47958.96081,333222230.7,0
4/11/2020,6858.92,6944.3,6760,6876.83,45470.29321,1.59E+12,311699573.5,484618,21157.12838,145036158.5,0
4/12/2020,6876.84,7177,6780,6903.79,73868.6665,1.59E+12,516235035.2,648323,35637.95869,249206873.2,0
4/13/2020,6903.79,6903.79,6575,6837.91,96415.47657,1.59E+12,649390681.2,804179,44648.49219,300780988.7,0
4/14/2020,6838.04,6978,6754.28,6868.7,69068.62329,1.59E+12,474794776.2,608665,32019.32234,220122993.7,0
4/15/2020,6868.57,6933,6605,6621.24,61571.38499,1.59E+12,416947490.6,581374,29866.89225,202324176.2,0
4/16/2020,6621.25,7190,6468.27,7101.94,125009.8575,1.59E+12,865277543.4,971163,63251.20433,438475139.1,0
4/17/2020,7101.99,7148.12,6972.98,7027.55,54126.50976,1.59E+12,382334236.2,537554,25973.97068,183489537.2,0
4/18/2020,7026.78,7293.08,7014.4,7248.6,49488.54282,1.59E+12,354845083.8,494670,23980.64473,171950110.4,0
4/19/2020,7248.6,7266.15,7055.6,7120.74,45664.86393,1.59E+12,326485586.9,483574,21519.03098,153854417.4,0
4/20/2020,7121.4,7220,6751,6826.83,90149.49137,1.59E+12,629612368.7,785174,40427.51593,282531224.3,0
4/21/2020,6828.98,6940,6762,6841.37,60109.71081,1.59E+12,411800606.1,555797,27732.1644,190003705.3,0
4/22/2020,6841.36,7156.38,6818,7125.14,61486.37733,1.59E+12,431271646.2,508659,28258.85992,198241316,0
4/23/2020,7125.12,7738,7020,7482.39,102773.5696,1.59E+12,756320213.6,881099,52475.59854,386041564.8,0
4/24/2020,7483.96,7615.96,7388,7505,60182.11994,1.59E+12,452118137.8,601093,29412.50914,220931579.3,0
4/25/2020,7505,7705,7431.07,7538.67,43874.42773,1.59E+12,331292050.8,521943,21111.14095,159480178.4,0
4/26/2020,7539.03,7700,7480,7693.1,50522.61621,1.59E+12,384202783.3,554480,24707.49423,187939788.8,0
4/27/2020,7693.1,7792.02,7606,7774.62,65441.33958,1.59E+12,504025811.7,637800,31594.1066,243380424.9,0
4/28/2020,7773.51,7780,7659.12,7738.98,46302.75264,1.59E+12,357391780.9,499414,21305.50136,164468534.1,0
4/29/2020,7738.58,8952.89,7710.05,8778.57,183546.8875,1.59E+12,1536390177,1433128,91462.00562,765292175.1,0
4/30/2020,8778.58,9460,8401,8620,206277.2141,1.59E+12,1839283907,1661554,99484.47638,887675398.2,0
5/1/2020,8620,9059.18,8613.56,8826.96,91468.81506,1.59E+12,805640126.6,865960,44763.35448,394216389.9,0
5/2/2020,8825.67,9010,8753,8972.05,59002.08755,1.59E+12,523838859.5,637884,30400.35345,269917468.3,0
5/3/2020,8972.58,9200,8712,8894.16,90126.06564,1.59E+12,808427095.9,877460,44321.3704,397824441.8,0
5/4/2020,8894.15,8950,8522,8871.96,84418.51233,1.59E+12,738343818.7,848802,39118.38022,342180074.6,0
5/5/2020,8871.92,9118.58,8760,9021.83,76480.76534,1.59E+12,683083018.9,812543,37454.51838,334700993.4,0
5/6/2020,9021.36,9395,8906.21,9142.92,105925.3024,1.59E+12,972793508.5,1007661,51189.79089,470167656.6,0
5/7/2020,9143.4,10067,9021,9986.4,147154.6114,1.59E+12,1409783462,1254835,74602.19311,715407978.2,0
5/8/2020,9986.3,10035.96,9705,9800.01,100683.7964,1.59E+12,997005843.7,967816,46207.63759,457701324.9,0
5/9/2020,9800.02,9914.25,9520,9539.4,81950.67957,1.59E+12,795001351.7,839384,36738.67924,356475632.7,0
5/10/2020,9539.1,9574.83,8117,8722.77,183865.182,1.59E+12,1594996477,1565771,84376.58077,731417660.4,0
5/11/2020,8722.77,9168,8200,8561.52,168807.2518,1.59E+12,1468392821,1367382,81474.59507,708958944.2,0
5/12/2020,8562.04,8978.26,8528.78,8810.79,86522.78007,1.59E+12,760195457.1,784859,40570.3174,356508014.2,0
5/13/2020,8810.99,9398,8792.99,9309.37,92466.27402,1.59E+12,839725720,869216,43648.35466,396713970,0
5/14/2020,9309.35,9939,9256.76,9791.98,129565.3775,1.59E+12,1247456798,1199530,63438.51099,611313934.4,0
5/15/2020,9791.97,9845.62,9150,9316.42,115890.7615,1.59E+12,1099721376,1055630,55397.12343,525813199.3,0
5/16/2020,9315.96,9588,9220,9381.27,59587.62786,1.59E+12,560547005,692028,28861.3682,271542836.2,0
5/17/2020,9380.81,9888,9322.1,9680.04,68647.76432,1.59E+12,663088800.8,722718,34734.03499,335478916,0
5/18/2020,9681.11,9950,9464.23,9733.93,82006.60358,1.59E+12,797622297.3,794292,40242.84299,391957586.2,0
5/19/2020,9733.93,9897.21,9474,9775.53,78539.76045,1.59E+12,760713946,773581,37821.71931,366745428.2,0
5/20/2020,9775.13,9842,9326,9511.43,74923.73809,1.59E+12,721190802.8,731189,33481.79668,322416332,0
5/21/2020,9511.43,9578.47,8815,9068.65,108928.781,1.59E+12,1002046266,951971,49914.08114,459089374.2,0
5/22/2020,9067.51,9271,8933.52,9170,58943.13102,1.59E+12,537847834.5,693694,28987.3159,264538897.3,0
5/23/2020,9170,9307.85,9070,9179.15,43526.29697,1.59E+12,400407195.6,512460,21377.61633,196682791.2,0
5/24/2020,9179.01,9298,8700,8720.34,70379.86645,1.59E+12,636787240.4,774088,32046.41144,290362268.5,0
5/25/2020,8718.14,8979.66,8642.72,8900.35,62833.91095,1.59E+12,553545285.9,733557,30771.88874,271166770.9,0
5/26/2020,8900.35,9017.67,8700,8841.18,58299.77014,1.59E+12,516455128.9,678304,28242.17008,250278944.2,0
5/27/2020,8841,9225,8811.73,9204.07,68910.35551,1.59E+12,624660855.8,662850,33532.62027,304057335,0
5/28/2020,9204.07,9625.47,9110,9575.89,74110.78766,1.59E+12,693930106.2,738725,37974.89961,355720464.9,0
5/29/2020,9575.87,9605.26,9330,9427.07,57374.36296,1.59E+12,542758086.6,593705,26819.21289,253696538.7,0
5/30/2020,9426.6,9740,9331.23,9697.72,55665.27254,1.59E+12,530598690.1,651290,29252.6799,279016030.1,0
5/31/2020,9697.72,9700,9381.41,9448.27,48333.7864,1.59E+12,461272298.9,651473,22778.00117,217450165,0
6/1/2020,9448.27,10380,9421.67,10200.77,76649.12696,1.59E+12,749707596.7,826964,41530.41232,406777189.3,0
6/2/2020,10202.71,10228.99,9266,9518.04,108970.7732,1.59E+12,1070060237,1004312,49354.90797,485973112.2,0
6/3/2020,9518.02,9690,9365.21,9666.24,46252.64494,1.59E+12,441928818,562784,22656.30815,216537558,0
6/4/2020,9666.32,9881.63,9450,9789.06,57456.10097,1.59E+12,557234945.6,665881,28778.23737,279263924.7,0
6/5/2020,9788.14,9854.75,9581,9621.16,47788.05005,1.59E+12,465200788.2,566062,22329.10712,217444469,0
6/6/2020,9621.17,9735,9531.05,9666.3,32752.95089,1.59E+12,315604867.2,435796,15832.69377,152610794.9,0
6/7/2020,9666.85,9802,9372.46,9746.99,57952.84839,1.59E+12,556919603.8,637766,28426.59513,273242856.2,0
6/8/2020,9746.99,9800,9633,9782.01,40664.66413,1.59E+12,395459395.8,485139,19744.03912,192037951,0
6/9/2020,9782,9877,9570,9772.43,46024.00129,1.59E+12,447208895.8,551863,21901.19095,212965408.7,0
6/10/2020,9772.44,9992.72,9704.18,9885,47130.76298,1.59E+12,462384305.4,560909,23128.16103,226982635.6,0
6/11/2020,9885.22,9964,9113,9280.4,94418.98473,1.59E+12,902075648.5,966502,40972.06475,391689549.7,0
6/12/2020,9278.88,9557.12,9232.51,9465.13,50119.06693,1.59E+12,472007894.4,553203,24344.81637,229325970.9,0
6/13/2020,9464.96,9494.73,9351,9473.34,27759.78485,1.59E+12,261673162.3,392763,13531.00721,127577168.3,0
6/14/2020,9473.34,9480.99,9245,9342.1,30055.50661,1.59E+12,282131272.4,415568,14465.41615,135811554.1,0
6/15/2020,9342.1,9495,8910.45,9426.02,86107.92471,1.59E+12,793518842.6,839521,41630.74753,384031123.2,0
6/16/2020,9426.05,9589,9373.09,9525.59,52052.44693,1.59E+12,494458269.1,543481,25692.83963,244097412.9,0
6/17/2020,9526.97,9565,9236.61,9465.14,48046.41115,1.59E+12,453209812.2,536158,22842.83128,215532725.6,0
6/18/2020,9465.13,9489,9280,9386.32,37381.95377,1.59E+12,351649555.1,475074,17940.40525,168801558.4,0
6/19/2020,9386.32,9438.3,9215.79,9310.23,45330.98367,1.59E+12,423086965.2,503484,22055.96905,205898368.3,0
6/20/2020,9310.23,9395,9170.95,9358.95,30329.06538,1.59E+12,282120360.6,382778,15125.08177,140741525.6,0
6/21/2020,9358.95,9422,9281.54,9294.69,24316.92623,1.59E+12,227467940.6,321015,11779.79718,110215504.6,0
6/22/2020,9294.69,9780,9277.09,9685.69,57895.46834,1.59E+12,550995799.1,588704,30738.20038,292712778.1,0
6/23/2020,9685.69,9720,9577.03,9624.89,41031.02938,1.59E+12,395487616.5,474319,19112.60622,184247416.8,0
6/24/2020,9624.33,9670,9208,9296.49,61571.56146,1.59E+12,579426702.8,572362,26903.54406,253131387.6,0
6/25/2020,9298.33,9340,9009.69,9249.49,55831.61916,1.59E+12,514396747.4,536205,26546.39556,244659133.9,0
6/26/2020,9249.49,9298,9045.45,9162.21,50292.29828,1.59E+12,461347064.8,510947,23307.90348,213866832.8,0
6/27/2020,9162.21,9196.24,8833,9012,46290.93011,1.59E+12,419606802.2,499415,21056.87686,191013780.3,0
6/28/2020,9012,9191,8948.06,9116.35,30688.17642,1.59E+12,278721674.9,374404,14982.80453,136093615.8,0
6/29/2020,9116.16,9238,9024.67,9192.56,42120.29326,1.59E+12,384206326.5,434299,20449.0978,186542867.4,0
6/30/2020,9192.93,9205,9064.89,9138.55,31463.1628,1.59E+12,287781334.5,328083,15267.74747,139674651.1,0
7/1/2020,9138.08,9292,9080.1,9232,38488.5287,1.59E+12,354087627.2,374832,19068.83171,175429466.3,0
7/2/2020,9231.99,9261.96,8940,9086.54,45725.16808,1.59E+12,417724468.9,470292,21637.63049,197709875.2,0
7/3/2020,9086.54,9125,9037.47,9058.26,28943.42018,1.59E+12,263123750.5,343189,13719.52452,124722413.1,0
7/4/2020,9057.79,9190,9040.04,9135.46,26441.96848,1.59E+12,240576054.9,335225,13588.8196,123666216.1,0
7/5/2020,9135,9145.24,8893.03,9069.41,34073.65363,1.59E+12,308410443.7,384500,16276.23427,147339875.5,0
7/6/2020,9069.41,9375,9055.92,9344.2,54463.13228,1.59E+12,502548376.2,533540,28132.94222,259636973.3,0
7/7/2020,9342.47,9379.42,9203,9257.39,34587.33668,1.59E+12,320576525.4,433481,16284.849,150931441.6,0
7/8/2020,9257.4,9470,9231,9436.06,56140.51778,1.59E+12,525344876.7,652605,28067.68064,262723969.1,0
7/9/2020,9436.06,9440.79,9160,9232.43,48044.45065,1.59E+12,447640493.5,575491,22644.9155,210991009.7,0
7/10/2020,9232.42,9317.48,9125,9288.34,38295.49401,1.59E+12,352238898.8,525484,18360.61317,168904319.3,0
7/11/2020,9288.34,9299.28,9178.25,9234.03,22561.366,1.59E+12,208410250.5,413452,10815.47329,99921646.88,0
7/12/2020,9234.02,9345,9157.5,9302.75,30872.70229,1.59E+12,285591381.5,484875,14980.1877,138584259,0
7/13/2020,9303.31,9343.82,9200.89,9242.62,42740.06912,1.59E+12,396614086.8,642552,19689.44334,182734052,0
7/14/2020,9242.61,9279.54,9113,9255.85,45772.55251,1.59E+12,421789086.5,613139,21666.53695,199673293.8,0
7/15/2020,9255.85,9276.49,9160.57,9197.6,39053.57967,1.59E+12,360201683.5,554780,17977.67975,165822998,0
7/16/2020,9197.6,9226.15,9047.25,9133.72,43375.57119,1.59E+12,395883667,681807,20410.13001,186271268.5,0
7/17/2020,9133.72,9186.83,9089.81,9154.32,28054.35874,1.60E+12,256360345.6,470991,13397.53781,122434361.7,0
7/18/2020,9154.31,9219.3,9121.1,9170.28,22554.54146,1.60E+12,206628105.4,430377,11502.70483,105387979.5,0
7/19/2020,9170.3,9232.27,9101.35,9208.99,26052.01942,1.60E+12,238521988,440449,12873.37349,117870221.4,0
7/20/2020,9208.99,9221.52,9131,9160.78,35458.76408,1.60E+12,325297289.3,557096,16527.69289,151623269.7,0
7/21/2020,9160.78,9437.73,9152.8,9390,60413.58249,1.60E+12,563360524.8,782959,29470.51205,274802209.6,0
7/22/2020,9390,9544,9261,9518.16,48815.00411,1.60E+12,457776105.6,663029,23362.19379,219166005.9,0
7/23/2020,9518.16,9664,9440.33,9603.27,51856.2335,1.60E+12,494282948.7,735371,24461.26547,233235064.2,0
7/24/2020,9603.27,9637,9463.44,9537.8,43931.13621,1.60E+12,419240263.5,677725,20416.29997,194861143.6,0
7/25/2020,9538.1,9732.9,9513,9700.42,40679.54542,1.60E+12,391431695.7,675222,19626.60889,188907762.8,0
7/26/2020,9700.42,10111,9650,9931.54,65279.26932,1.60E+12,644607634.5,945611,33748.33181,333445555,0
7/27/2020,9931.54,11394.86,9917.21,11029.96,150188.9331,1.60E+12,1580355372,1901088,76650.61005,806266386.4,0
7/28/2020,11029.96,11242.23,10565,10906.27,97267.73419,1.60E+12,1065375500,1475636,46575.43053,510271019,0
7/29/2020,10906.27,11342.82,10812,11100.53,76838.09423,1.60E+12,853242253.6,1127302,36218.47707,402507227.1,0
7/30/2020,11100.52,11170,10831,11099.61,60794.82646,1.60E+12,669779541.9,879960,28272.69877,311567992,0
7/31/2020,11099.79,11444,10960,11335.46,70063.66097,1.60E+12,786344325.9,971584,34068.14337,382632611.4,0
8/1/2020,11335.46,11861,11220,11801.17,85087.48513,1.60E+12,987817017.3,1174252,40523.73352,470714480,0
8/2/2020,11801.17,12123.46,10518.5,11071.35,97553.0776,1.60E+12,1105757336,1459900,45974.78642,521934340.8,0
8/3/2020,11071.36,11473,10936,11219.81,56931.84148,1.60E+12,641127593.3,919185,27133.03514,305554713.9,0
8/4/2020,11219.68,11414.98,11000,11191.97,58629.11371,1.60E+12,658084242.7,863692,27861.61566,312734273.8,0
8/5/2020,11191.99,11780.93,11093,11744.91,74970.25685,1.60E+12,861433645.4,964637,36130.38455,415113460.1,0
8/6/2020,11744.91,11900,11562.5,11762.46,63529.08502,1.60E+12,746479211.7,919918,30044.2033,353083043.8,0
8/7/2020,11762.47,11909.94,11322,11594.23,65755.92602,1.60E+12,767005529.3,940045,29993.01871,349862123.7,0
8/8/2020,11594.36,11808.27,11512,11761.41,41858.16104,1.60E+12,489087264.4,779318,20448.35262,238996465.9,0
8/9/2020,11761.02,11797.11,11521.97,11681.68,41493.06734,1.60E+12,483708602.9,853386,19031.22331,221877538.8,0
8/10/2020,11681.69,12067.35,11450,11892.92,84952.33789,1.60E+12,1009169063,1340835,42058.72246,499909664.3,0
8/11/2020,11892.9,11935,11125,11392.08,90748.28463,1.60E+12,1049615697,1343979,41221.96101,476990926.6,0
8/12/2020,11392.09,11617.52,11150,11564.33,64909.61364,1.60E+12,743303608.1,1104096,30943.67211,354308406,0
8/13/2020,11564.34,11792.96,11270.36,11780,70132.4915,1.60E+12,809611114.2,1243382,34841.7906,402381474.8,0
8/14/2020,11779.77,11850,11634.03,11760.54,59818.8527,1.60E+12,702273220.7,1011746,28464.66955,334192256.7,0
8/15/2020,11760.55,11980,11680,11852.4,56237.90505,1.60E+12,667446824.1,1018956,27303.96632,324138943.4,0
8/16/2020,11852.4,11931.72,11686,11911,41368.23691,1.60E+12,489731524.6,790240,19342.04531,229032803.4,0
8/17/2020,11910.99,12468,11769.78,12281.13,84734.21154,1.60E+12,1026883453,1210228,42291.0862,512410754.1,0
8/18/2020,12281.15,12387.77,11817.93,11945.01,75923.83553,1.60E+12,920402307.2,1189390,35954.34998,436020475.3,0
8/19/2020,11945.1,12020.08,11561,11754.59,73940.16961,1.60E+12,870612801.5,1258060,34861.13597,410547222.3,0
8/20/2020,11754.38,11888,11668,11853.55,46085.25435,1.60E+12,543576025,798027,21992.90754,259381062.5,0
8/21/2020,11853.54,11878,11485.81,11531.34,64448.30614,1.60E+12,755451999.7,1189668,30531.73287,357993659.7,0
8/22/2020,11531.23,11686,11376.81,11662.96,43678.70165,1.60E+12,504305451.4,809328,21605.07092,249466430.9,0
8/23/2020,11663.51,11718.07,11514.13,11648.13,37900.00469,1.60E+12,440406018.7,627352,18514.62753,215154211,0
8/24/2020,11648.12,11824.9,11585.09,11748.2,46212.39187,1.60E+12,542298951.5,656584,22780.41949,267322530.4,0
8/25/2020,11748.19,11767.85,11117.64,11318.42,69590.92327,1.60E+12,797034671.6,996668,33126.45198,379562265.6,0
8/26/2020,11318.42,11539.32,11244,11461.43,53998.23123,1.60E+12,615452790,862654,25622.53674,291999409.4,0
8/27/2020,11461.42,11592.2,11125,11330.38,63246.03638,1.60E+12,717474981.7,959270,30793.18067,349359723.9,0
8/28/2020,11330.38,11542.65,11276.89,11526.91,45953.90837,1.60E+12,525606229.7,719985,21714.20286,248344753.1,0
8/29/2020,11526.9,11580.02,11417.04,11465.84,32973.7992,1.60E+12,379228275.3,611834,15709.30999,180675288.4,0
8/30/2020,11465.84,11719,11458,11711.16,43177.87905,1.60E+12,501375342.9,756541,22258.1159,258461346.5,0
8/31/2020,11711.17,11800.77,11570,11649.51,55353.61774,1.60E+12,646723855.6,822062,26579.94028,310534861.6,0
9/1/2020,11649.51,12050.85,11515,11921.97,78148.19367,1.60E+12,928047313.5,1321492,37476.01938,444996773.7,0
9/2/2020,11921.97,11954.57,11160.1,11388.54,87221.8456,1.60E+12,1005391012,1373524,39972.30989,460939443.2,0
9/3/2020,11388.54,11462.6,9960.8,10140.85,121950.106,1.60E+12,1325106403,1611610,54266.83286,590230451.1,0
9/4/2020,10138.29,10627.05,9875.5,10446.25,92733.59911,1.60E+12,959925718.4,1434860,42707.83467,442163704.2,0
9/5/2020,10446.25,10565.68,9825,10166.69,90001.60557,1.60E+12,917578408.9,1476782,43478.13232,443342852.2,0
9/6/2020,10166.69,10347.14,9994.86,10256.2,56368.78882,1.60E+12,574903000.2,1053192,28033.43883,285904912.8,0
9/7/2020,10255.89,10410.75,9875,10373.44,62620.23068,1.60E+12,634278537.8,927363,30576.70067,309796338.5,0
9/8/2020,10373.45,10438,9850,10126.65,73491.87842,1.60E+12,742947902,1048125,34410.81447,348048428.9,0
9/9/2020,10126.66,10343,9981.01,10219.2,49347.11378,1.60E+12,503082625.2,755560,23815.41243,242759702.9,0
9/10/2020,10219.29,10483.35,10070.83,10336.87,58253.75375,1.60E+12,602390078.5,851877,27690.1125,286362452.8,0
9/11/2020,10336.86,10397.6,10200,10387.89,43830.25447,1.60E+12,451241002.7,637869,21231.61073,218592078,0
9/12/2020,10387.89,10477.97,10269.25,10440.92,35379.1531,1.60E+12,366912671.4,577724,17560.76889,182148657.5,0
9/13/2020,10440.67,10580.11,10200,10332.83,43837.60987,1.60E+12,455338605.3,692439,20785.51733,215965189.3,0
9/14/2020,10332.84,10750,10212.34,10671.77,67059.29136,1.60E+12,706175591.4,828957,31880.36316,335719021,0
9/15/2020,10671.77,10930.04,10606.48,10785.31,61822.45279,1.60E+12,666457161.1,893852,29744.08728,320640236.4,0
9/16/2020,10785.23,11093,10661.22,10954.01,64991.51244,1.60E+12,708644989.5,884153,31740.51169,346117690.6,0
9/17/2020,10954.01,11045.46,10745.83,10939.99,55601.61453,1.60E+12,605010288.8,829137,27029.92704,294147097.6,0
