Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore
2025-03-02 01:15:00,2224.51000000,2226.53000000,2222.10000000,2224.74000000,1134.08230000,2025-03-02 01:19:59.999,2523063.11368700,8581,564.96520000,1257008.63262700,0
2025-03-02 01:20:00,2224.74000000,2225.89000000,2220.20000000,2220.73000000,1263.94470000,2025-03-02 01:24:59.999,2809356.02699600,8403,465.20870000,1034111.97712300,0
2025-03-02 01:25:00,2220.74000000,2221.99000000,2218.71000000,2218.71000000,933.86380000,2025-03-02 01:29:59.999,2073553.17493900,5370,280.86680000,623675.46816200,0
2025-03-02 01:30:00,2218.70000000,2218.86000000,2209.13000000,2213.32000000,1577.34380000,2025-03-02 01:34:59.999,3490107.36833600,9127,444.47810000,983019.56586300,0
2025-03-02 01:35:00,2213.32000000,2216.10000000,2211.70000000,2215.61000000,2359.50250000,2025-03-02 01:39:59.999,5224676.36124700,8248,500.30570000,1107806.24747400,0
2025-03-02 01:40:00,2215.61000000,2219.38000000,2214.25000000,2214.30000000,778.02190000,2025-03-02 01:44:59.999,1724080.21035600,5807,216.46490000,479720.45756300,0
2025-03-02 01:45:00,2214.29000000,2215.95000000,2211.29000000,2214.70000000,1148.14800000,2025-03-02 01:49:59.999,2541337.59742600,6519,324.55450000,718274.74532800,0
2025-03-02 01:50:00,2214.71000000,2221.61000000,2214.69000000,2217.74000000,1174.00730000,2025-03-02 01:54:59.999,2603922.27927200,6770,377.96350000,838397.80522300,0
2025-03-02 01:55:00,2217.73000000,2221.00000000,2216.58000000,2220.53000000,1094.78510000,2025-03-02 01:59:59.999,2429756.91969700,5703,292.23170000,648524.65733700,0
2025-03-02 02:00:00,2220.53000000,2228.11000000,2216.58000000,2226.93000000,2014.12970000,2025-03-02 02:04:59.999,4474702.19696300,13838,963.37540000,2141070.24937900,0
2025-03-02 02:05:00,2226.94000000,2228.16000000,2223.71000000,2224.90000000,1428.56960000,2025-03-02 02:09:59.999,3180028.93302300,10911,686.81990000,1528822.36306100,0
