Datetime,Open,High,Low,Close,Volume
12/24/2024 4:30,94362.95,94416,94052.7,94412.3,386.35398
12/24/2024 5:00,94412.3,94640,94311.55,94560.78,210.07535
12/24/2024 5:30,94560.78,94653.45,94431.38,94606.06,202.60141
12/24/2024 6:00,94606.06,94606.07,94200.01,94407.99,301.06286
12/24/2024 6:30,94407.98,94453.58,93830.47,93918.99,290.51494
12/24/2024 7:00,93918.99,94200,93810.45,94138.91,253.14425
12/24/2024 7:30,94138.9,94313.61,94111.05,94233.19,195.78183
12/24/2024 8:00,94233.2,94635.7,94125.42,94421.18,412.99097
12/24/2024 8:30,94421.19,94545.45,94267.62,94495.77,220.46507
12/24/2024 9:00,94495.77,94530.42,93952,94160.01,210.84145
12/24/2024 9:30,94160.01,94240,93991.52,94068.01,235.94771
12/24/2024 10:00,94068.01,94194.07,93840,93898.78,251.12599
12/24/2024 10:30,93898.78,94054.67,93864.01,93972.01,138.50303
12/24/2024 11:00,93972.01,94368.97,93934.69,94363.62,279.19001
12/24/2024 11:30,94363.63,94425.7,94246.08,94398.6,187.0364
12/24/2024 12:00,94398.6,94410.39,94075.1,94266.57,236.60125
12/24/2024 12:30,94266.58,94353.22,94091.1,94304.32,184.6066
12/24/2024 13:00,94305.84,94861.61,94289.24,94767.41,513.18387
12/24/2024 13:30,94767.41,96094,94767.4,96085.02,1106.91819
12/24/2024 14:00,96085.02,96904.93,95864.5,96833.86,1207.2657
12/24/2024 14:30,96833.86,97498.64,96554.97,97465.06,1430.47182
12/24/2024 15:00,97465.06,97741.88,97235.55,97542.07,1285.84588
12/24/2024 15:30,97542.06,98300,97376.77,98300,1005.47146
12/24/2024 16:00,98299.99,98600,98000,98493.11,1097.75953
12/24/2024 16:30,98493.12,98666,97964,98496.23,1074.4895
12/24/2024 17:00,98496.23,99030.72,98484.09,98714.11,1069.93771
12/24/2024 17:30,98714.11,99018.96,98325.78,98797.47,719.48327
12/24/2024 18:00,98797.47,99487.99,98418.16,98457.43,1028.84883
12/24/2024 18:30,98457.43,98851.79,98455.86,98618.66,450.43396
12/24/2024 19:00,98618.66,98743.52,98203.59,98203.59,354.95074
12/24/2024 19:30,98203.6,98415.63,97546.57,97581.09,651.00951
12/24/2024 20:00,97581.1,98056.27,97250,97817.88,796.73554
12/24/2024 20:30,97817.88,97980,97284.51,97298.01,451.92042
12/24/2024 21:00,97298.02,98267.62,97277.9,98128.5,506.25202
12/24/2024 21:30,98128.51,98462.28,98045.43,98397.96,285.72326
12/24/2024 22:00,98397.95,99068.9,98355.43,98621.6,505.68514
12/24/2024 22:30,98621.61,98863.82,98444.44,98777.11,245.74531
12/24/2024 23:00,98777.1,99019.1,98714.29,98739.99,214.84379
12/24/2024 23:30,98740,98855.99,98492.67,98663.58,178.62397
12/25/2024 0:00,98663.58,98753.25,98514.51,98514.52,261.94904
12/25/2024 0:30,98514.51,98878.44,98393.6,98418.42,453.47566
12/25/2024 1:00,98418.42,98597.6,98151.3,98170.98,313.60869
12/25/2024 1:30,98170.98,98231,97901.08,97983.18,284.39631
12/25/2024 2:00,97983.17,98124.43,97725.27,98019.74,318.09018
12/25/2024 2:30,98019.74,98353.99,97909.22,98131.07,275.73633
12/25/2024 3:00,98131.07,98273.62,97930.53,98202.96,245.98854
12/25/2024 3:30,98202.96,98280.02,97978.04,98029.48,193.78125
12/25/2024 4:00,98029.49,98201.4,97875.91,98167.47,203.69153
12/25/2024 4:30,98167.47,98354.39,98149.78,98236.01,133.29211
12/25/2024 5:00,98236.01,98322.75,98172.02,98251.28,104.46122
12/25/2024 5:30,98251.29,98360.65,98159.09,98279.28,151.02187
12/25/2024 6:00,98279.28,98581.9,97933.97,97984.66,279.86679
12/25/2024 6:30,97984.66,98143.13,97844.18,97884.38,174.84261
12/25/2024 7:00,97884.39,98366.79,97873.49,98088.06,220.2479
12/25/2024 7:30,98088.06,98198.8,97978.36,98084.33,187.21429
12/25/2024 8:00,98084.33,98271.76,97928.2,98251.65,192.17537
12/25/2024 8:30,98251.66,98259.52,97926.99,98069.71,197.72633
12/25/2024 9:00,98069.72,98190.81,98030.96,98190.8,109.41341
12/25/2024 9:30,98190.8,98265.07,98007.69,98189.54,223.19691
12/25/2024 10:00,98189.55,99349.31,98153.13,98910.97,795.36296
12/25/2024 10:30,98910.96,99138.57,98145.75,98457,492.59403
12/25/2024 11:00,98456.99,98866.77,98320.5,98831.33,260.90292
12/25/2024 11:30,98831.33,98850,97773.83,97907.61,754.99492
12/25/2024 12:00,97907.61,98277.69,97632.02,98152.47,579.53423
12/25/2024 12:30,98152.46,98610.11,98005.63,98176.03,729.52557
12/25/2024 13:00,98176.02,98548,98136,98320.01,220.63003
12/25/2024 13:30,98320,98609.89,98131.85,98462.56,234.91426
12/25/2024 14:00,98462.57,98760.92,98257.32,98579.52,296.40249
12/25/2024 14:30,98579.52,98832.89,98572.3,98710,254.42932
12/25/2024 15:00,98710,98724,98224.25,98310.68,247.84945
12/25/2024 15:30,98310.68,98715.37,98202.43,98519.98,280.06972
12/25/2024 16:00,98519.99,98696.4,98228,98417.78,224.53603
12/25/2024 16:30,98417.78,98540.44,98134.4,98425.51,284.46233
12/25/2024 17:00,98425.5,98583.36,98185.21,98500,185.59334
12/25/2024 17:30,98500,98659,98434.79,98570.82,158.52203
12/25/2024 18:00,98570.82,98965.9,98544.22,98948.88,266.56137
12/25/2024 18:30,98948.87,98978.18,98616,98756.26,301.03882
12/25/2024 19:00,98756.26,99193.92,98734.66,98946.2,252.92479
12/25/2024 19:30,98946.2,99299.99,98946.2,99018.52,421.20683
12/25/2024 20:00,99018.52,99400,99018.51,99339.65,259.65653
12/25/2024 20:30,99339.65,99372.05,98870.95,99144.62,282.80454
12/25/2024 21:00,99144.62,99555,98624.04,98670.44,606.38667
12/25/2024 21:30,98670.44,98718.99,98384.61,98506.36,266.94878
12/25/2024 22:00,98506.37,98739,98434.78,98739,213.36384
12/25/2024 22:30,98739,99100,98738.99,98811.16,253.32246
12/25/2024 23:00,98811.16,99460.62,98811.16,99137.58,434.68651
12/25/2024 23:30,99137.59,99569.15,99022.54,99429.6,390.76399
12/26/2024 0:00,99429.61,99963.7,99242.19,99316.73,710.95967
12/26/2024 0:30,99316.74,99401.75,98955.77,99028.66,401.70259
12/26/2024 1:00,99028.66,99143.92,98590,98796.5,551.83728
12/26/2024 1:30,98796.5,99250,98708.15,99057.01,290.84668
12/26/2024 2:00,99057.02,99194.21,98641.31,99115.01,373.71978
12/26/2024 2:30,99115,99127.18,98468.26,98750.34,382.03984
12/26/2024 3:00,98750.34,98902.72,98576.77,98829.49,276.24354
12/26/2024 3:30,98829.48,99167.12,98688.71,98995.17,351.68503
12/26/2024 4:00,98995.18,98995.18,98500,98542.29,312.20651
12/26/2024 4:30,98542.29,98571,98255,98300,317.72103
12/26/2024 5:00,98300,98383.99,98076.58,98272.34,456.42198
12/26/2024 5:30,98272.34,98460,98231.34,98375.01,178.17355
12/26/2024 6:00,98375.01,98484,98119.69,98198.81,220.08015
12/26/2024 6:30,98198.8,98255.55,98023.1,98121.2,251.33528
12/26/2024 7:00,98121.21,98292,97956.63,98043.52,295.49749
12/26/2024 7:30,98043.52,98104,97711.17,97719.99,507.49775
12/26/2024 8:00,97719.99,97772.13,96005,96181.05,2064.20089
12/26/2024 8:30,96181.06,96308.41,95616.18,95878.56,1254.04092
12/26/2024 9:00,95878.56,95978.52,95555,95660.01,515.09265
12/26/2024 9:30,95660.01,95829.49,95420.26,95439.25,569.21729
12/26/2024 10:00,95439.4,95642.32,95199.14,95511.55,461.28742
12/26/2024 10:30,95511.56,95777.4,95301,95500.02,375.2595
12/26/2024 11:00,95500.02,95917.63,95469.53,95853.91,433.76233
12/26/2024 11:30,95853.92,96035.5,95660,95695.81,383.39665
12/26/2024 12:00,95695.81,95880.6,95462.57,95815.59,276.14716
12/26/2024 12:30,95815.59,95832,95504.97,95680.71,249.97161
12/26/2024 13:00,95680.71,95748.74,95337.06,95403.86,462.28729
12/26/2024 13:30,95403.85,95772.9,95288,95704.44,457.69909
12/26/2024 14:00,95704.45,96280.25,95584,95796.58,691.23027
12/26/2024 14:30,95796.58,96012,95234.93,95449.36,965.04845
12/26/2024 15:00,95449.36,96214.27,95270,96129.13,648.86407
12/26/2024 15:30,96129.13,96216.91,95745.83,96042.88,516.32041
12/26/2024 16:00,96042.89,96543.4,95816.86,95921.16,659.08565
12/26/2024 16:30,95921.16,96621.95,95900,96519.47,359.67943
12/26/2024 17:00,96519.47,96547.99,95908.45,95947.2,432.01456
12/26/2024 17:30,95947.19,96204.82,95680,95824.27,340.54847
12/26/2024 18:00,95824.27,95986.4,95602.41,95915.53,283.80721
12/26/2024 18:30,95915.53,95980.2,95458.66,95743.44,247.14289
12/26/2024 19:00,95743.44,95835.21,95451,95551.51,237.92656
12/26/2024 19:30,95551.52,96198.58,95444.44,96102.25,331.98315
12/26/2024 20:00,96102.24,96114.46,95444.44,95542.17,248.82579
12/26/2024 20:30,95542.17,95873.5,95400,95589.6,381.85449
12/26/2024 21:00,95589.6,95800,95302,95746.85,374.61875
12/26/2024 21:30,95746.85,95933.74,95571.51,95812.63,223.03006
12/26/2024 22:00,95812.63,95963.86,95706.39,95766.15,156.89865
12/26/2024 22:30,95766.15,95940.14,95625,95821.92,169.40196
12/26/2024 23:00,95821.92,95887.99,95372.32,95675.99,329.94497
12/26/2024 23:30,95676,95856.71,95500,95791.6,213.81053
12/27/2024 0:00,95791.6,95930.39,95401.03,95712.77,411.96851
12/27/2024 0:30,95712.76,95853.17,95453.13,95794.56,215.73702
12/27/2024 1:00,95794.55,95922.49,95575.07,95682.59,285.9151
12/27/2024 1:30,95682.59,96250,95682.58,95917.03,440.42383
12/27/2024 2:00,95917.02,96443.68,95850.01,96443.27,544.90383
12/27/2024 2:30,96443.27,96443.28,95718.75,96073.77,428.14705
12/27/2024 3:00,96073.77,96350.82,95982.51,96234.94,222.49324
12/27/2024 3:30,96234.94,96443,96114.45,96417.84,385.65552
12/27/2024 4:00,96417.84,96575,96289.95,96375.28,508.97717
12/27/2024 4:30,96375.28,96595.98,96229.39,96300,383.69391
12/27/2024 5:00,96300.01,96333.77,96001,96021.35,387.35144
12/27/2024 5:30,96021.35,96265.07,96001,96238.89,236.39825
12/27/2024 6:00,96238.89,96391.54,96107.28,96343.14,170.42072
12/27/2024 6:30,96343.13,96594.44,96242.32,96594.16,219.13076
12/27/2024 7:00,96594.17,96604.24,95526.32,95549.65,496.49115
12/27/2024 7:30,95549.65,95569.58,94646.03,95104.76,2198.06562
12/27/2024 8:00,95104.76,96286.02,95104.76,96080.13,944.92216
12/27/2024 8:30,96080.14,96395,95695.52,95724.02,474.15592
12/27/2024 9:00,95724.01,97544.58,95674,96868.74,1896.4311
12/27/2024 9:30,96868.74,97034.93,96659.86,96774.13,449.0038
12/27/2024 10:00,96774.14,97029.25,96479.09,96585.34,343.80215
12/27/2024 10:30,96585.34,96656.62,96195.2,96605.46,388.2736
12/27/2024 11:00,96605.46,96656.63,96377.77,96561.43,186.5446
12/27/2024 11:30,96561.44,96953.71,96438.47,96952.38,280.37524
12/27/2024 12:00,96952.38,97035.8,96688.88,96733.46,367.40499
12/27/2024 12:30,96733.47,96900,96617.64,96686.75,249.58264
12/27/2024 13:00,96686.74,96686.74,96229.66,96423.2,547.85591
12/27/2024 13:30,96423.21,96578.56,96265.06,96407.99,244.03339
12/27/2024 14:00,96407.99,96480,96093.21,96348,355.56095
12/27/2024 14:30,96348,96380.71,95161.17,95691.99,1161.1833
12/27/2024 15:00,95692,95718.13,94525.63,94680.02,1472.17743
12/27/2024 15:30,94680.02,94790.88,94011.11,94573.75,2027.93475
12/27/2024 16:00,94573.75,94684.14,94150,94659.98,1008.14022
12/27/2024 16:30,94659.98,94996.16,94101.02,94165.92,627.28859
12/27/2024 17:00,94165.92,94354.82,93500.01,93766.36,1498.5712
12/27/2024 17:30,93766.37,94319.79,93752.55,94291.3,813.46657
12/27/2024 18:00,94291.3,94661.04,94212.3,94572.97,350.3262
12/27/2024 18:30,94572.98,94770.15,94352.94,94566.06,406.12906
12/27/2024 19:00,94566.05,94656.2,94252,94334.9,293.7151
12/27/2024 19:30,94334.89,94810.07,94255.68,94750,281.34023
12/27/2024 20:00,94750.11,94778.43,94313.82,94562.17,343.68762
12/27/2024 20:30,94562.17,94700,94340,94588.12,398.66783
12/27/2024 21:00,94588.12,94823.09,94472.39,94697.55,188.32001
12/27/2024 21:30,94697.55,94755.99,94379.35,94526.07,209.21727
12/27/2024 22:00,94526.07,94625.99,94200,94500.22,270.37156
12/27/2024 22:30,94500.21,94674.5,94392.41,94437.75,189.32358
12/27/2024 23:00,94437.75,94526.09,94252.42,94366.77,249.92622
12/27/2024 23:30,94366.78,94507.13,94100.6,94299.03,447.75798
12/28/2024 0:00,94299.03,94544.35,94243.32,94458.81,270.19074
12/28/2024 0:30,94458.8,94496.74,94314.5,94398.75,165.06008
12/28/2024 1:00,94398.75,94446.78,94135.66,94261.95,180.00231
12/28/2024 1:30,94261.96,94615.24,94150.01,94556.93,197.1694
12/28/2024 2:00,94556.92,94619,94467.39,94525.07,160.25281
12/28/2024 2:30,94525.07,94596,94276.01,94338,128.53487
12/28/2024 3:00,94338,94629.47,94335.88,94608.36,124.87616
12/28/2024 3:30,94608.36,94720,94517.5,94594.91,115.43968
12/28/2024 4:00,94594.91,94643.87,94512.74,94608.56,126.65899
12/28/2024 4:30,94608.56,94616.71,94511.71,94524,58.38275
12/28/2024 5:00,94524,94751.36,94523.99,94685.6,123.95844
12/28/2024 5:30,94685.59,94800,94610.54,94625.64,121.86016
12/28/2024 6:00,94625.64,94724.88,94518,94538.5,170.38213
12/28/2024 6:30,94538.49,94581.08,94405.28,94466.49,134.02901
12/28/2024 7:00,94466.49,94634.25,94466.48,94555.99,103.93855
12/28/2024 7:30,94555.99,94563.12,94307,94381.99,131.974
12/28/2024 8:00,94381.98,94487.1,94312.67,94408.63,100.84954
12/28/2024 8:30,94408.63,94539.43,94381.29,94488.01,88.307
12/28/2024 9:00,94488.01,94687.34,94488.01,94598.04,166.79015
12/28/2024 9:30,94598.03,94692.3,94589.27,94589.27,114.55712
12/28/2024 10:00,94589.28,94702.42,94502.21,94689.78,133.70565
12/28/2024 10:30,94689.78,94716.06,94566.68,94619.99,142.83449
12/28/2024 11:00,94620,94739.97,94600,94739.96,146.62908
12/28/2024 11:30,94739.96,94883,94640.01,94754.83,170.00456
12/28/2024 12:00,94754.83,94880,94625,94649.99,154.94482
12/28/2024 12:30,94649.99,94739.09,94577.66,94599.57,139.30653
12/28/2024 13:00,94599.56,94761.33,94529.87,94690.59,177.76726
12/28/2024 13:30,94690.59,94754.48,94496.73,94665.94,216.4675
12/28/2024 14:00,94665.29,95340.36,94584.78,94900,537.26546
12/28/2024 14:30,94900.01,94977.74,94411.76,94583.99,368.5664
12/28/2024 15:00,94583.99,94819.57,94496.73,94708.57,210.54497
12/28/2024 15:30,94708.57,94808.82,94375.8,94447.29,208.28004
12/28/2024 16:00,94447.28,94621.98,94389.45,94586.55,306.99042
12/28/2024 16:30,94586.55,94923.06,94574.16,94874.89,249.99144
12/28/2024 17:00,94874.89,95245.24,94810.51,95108.71,399.82735
12/28/2024 17:30,95108.72,95202.06,94936.95,95022.57,171.06256
12/28/2024 18:00,95022.58,95100,94891.26,94981.22,172.6406
12/28/2024 18:30,94981.22,95004.68,94715.16,94837.31,133.00716
